5000, 1, 21.0417
5000, 1, 11.8773
5000, 1, 14.4163
5000, 1, 13.3632
5000, 1, 11.6215
5000, 1, 13.9496
5000, 1, 11.6156
5000, 1, 11.4895
5000, 1, 11.8752
5000, 1, 11.6117
5000, 2, 9.9285
5000, 2, 16.0359
5000, 2, 13.8068
5000, 2, 10.5311
5000, 2, 10.8194
5000, 2, 11.1915
5000, 2, 10.6277
5000, 2, 12.0349
5000, 2, 9.3024
5000, 2, 12.1022
5000, 3, 11.5325
5000, 3, 13.92
5000, 3, 11.2353
5000, 3, 11.4445
5000, 3, 11.438
5000, 3, 12.633
5000, 3, 8.3709
5000, 3, 10.8372
5000, 3, 9.4018
5000, 3, 11.0968
5000, 4, 128.277
5000, 4, 126.386
5000, 4, 120.623
5000, 4, 130.102
5000, 4, 153.863
5000, 4, 168.14
5000, 4, 129.301
5000, 4, 160.302
5000, 4, 130.196
5000, 4, 148.212
10000, 1, 39.0347
10000, 1, 38.1501
10000, 1, 38.7701
10000, 1, 43.1815
10000, 1, 37.9425
10000, 1, 41.3187
10000, 1, 39.9305
10000, 1, 39.0541
10000, 1, 43.0398
10000, 1, 39.1057
10000, 2, 36.8673
10000, 2, 30.7491
10000, 2, 31.97
10000, 2, 27.0353
10000, 2, 30.1351
10000, 2, 34.0414
10000, 2, 29.1637
10000, 2, 31.7112
10000, 2, 25.7623
10000, 2, 29.4785
10000, 3, 26.9562
10000, 3, 28.2678
10000, 3, 27.5329
10000, 3, 30.1955
10000, 3, 29.9332
10000, 3, 26.8605
10000, 3, 28.8188
10000, 3, 29.7512
10000, 3, 26.839
10000, 3, 34.7602
10000, 4, 160.905
10000, 4, 167.581
10000, 4, 151.277
10000, 4, 163.363
10000, 4, 150.873
10000, 4, 142.937
10000, 4, 152.636
10000, 4, 146.538
10000, 4, 148.424
10000, 4, 153.529
50000, 1, 305.956
50000, 1, 329.443
50000, 1, 334.006
50000, 1, 348.77
50000, 1, 308.696
50000, 1, 325.031
50000, 1, 333.388
50000, 1, 366.347
50000, 1, 354.93
50000, 1, 380.146
50000, 2, 222.093
50000, 2, 199.978
50000, 2, 244.53
50000, 2, 208.435
50000, 2, 228.584
50000, 2, 228.51
50000, 2, 224.714
50000, 2, 219.766
50000, 2, 230.6
50000, 2, 234.126
50000, 3, 228.795
50000, 3, 200.999
50000, 3, 226.642
50000, 3, 216.495
50000, 3, 198.503
50000, 3, 196.696
50000, 3, 190.971
50000, 3, 204.74
50000, 3, 194.5
50000, 3, 198.383
50000, 4, 490.837
50000, 4, 484.533
50000, 4, 467.954
50000, 4, 485.478
50000, 4, 510.726
50000, 4, 500.151
50000, 4, 501.728
50000, 4, 478.898
50000, 4, 475.623
50000, 4, 472.755
100000, 1, 1629.45
100000, 1, 1258.03
100000, 1, 1196.48
100000, 1, 1123.84
100000, 1, 1079.99
100000, 1, 1140.06
100000, 1, 1187.74
100000, 1, 1144.2
100000, 1, 1090.6
100000, 1, 1219.03
100000, 2, 771.704
100000, 2, 699.048
100000, 2, 788.684
100000, 2, 735.441
100000, 2, 766.671
100000, 2, 729.306
100000, 2, 822.537
100000, 2, 804.089
100000, 2, 794.052
100000, 2, 949.926
100000, 3, 653.333
100000, 3, 674.248
100000, 3, 674.046
100000, 3, 670.752
100000, 3, 678.635
100000, 3, 674.02
100000, 3, 679.631
100000, 3, 687.715
100000, 3, 709.616
100000, 3, 678.513
100000, 4, 1115.87
100000, 4, 1103.33
100000, 4, 1112.56
100000, 4, 1077.36
100000, 4, 1119.25
100000, 4, 1099.45
100000, 4, 1091.24
100000, 4, 1081.19
100000, 4, 1087.57
100000, 4, 1092.28
