5000, 1, 36.8108
5000, 1, 35.2973
5000, 1, 36.4596
5000, 1, 52.1986
5000, 1, 36.6579
5000, 1, 35.7321
5000, 1, 53.2055
5000, 1, 38.6112
5000, 1, 36.3187
5000, 1, 37.1682
10000, 1, 143.305
10000, 1, 143.006
10000, 1, 153.374
10000, 1, 142.03
10000, 1, 147.054
10000, 1, 137.853
10000, 1, 131.217
10000, 1, 139.922
10000, 1, 143.636
10000, 1, 145.389
50000, 1, 1837.08
50000, 1, 1802.02
50000, 1, 1981.55
50000, 1, 1887.06
50000, 1, 1972.11
50000, 1, 1804.18
50000, 1, 1813.28
50000, 1, 1897.47
50000, 1, 1843.9
50000, 1, 1802.73
100000, 1, 6452.34
100000, 1, 6431.46
100000, 1, 6399.17
100000, 1, 6460.74
100000, 1, 6378.06
100000, 1, 6526.47
100000, 1, 6349.15
100000, 1, 6375.13
100000, 1, 6408.04
100000, 1, 6456.65
