5000, 1, 20.5605
5000, 1, 46.0889
5000, 1, 16.0708
5000, 1, 24.6315
5000, 1, 24.7341
5000, 1, 15.8024
5000, 1, 34.3513
5000, 1, 19.0161
5000, 1, 23.9266
5000, 2, 12.9601
5000, 2, 11.7819
5000, 2, 14.1971
5000, 2, 13.773
5000, 2, 11.5914
5000, 2, 13.643
5000, 2, 11.9771
5000, 2, 12.2446
5000, 2, 10.8302
5000, 2, 11.2017
5000, 3, 10.4702
5000, 3, 11.0075
5000, 3, 10.6313
5000, 3, 10.5174
5000, 3, 10.2957
5000, 3, 9.6074
5000, 3, 10.1099
5000, 3, 10.2593
5000, 3, 9.9769
5000, 3, 10.0198
5000, 4, 9.4425
5000, 4, 10.2737
5000, 4, 9.7
5000, 4, 12.0372
5000, 4, 9.0487
5000, 4, 13.1285
5000, 4, 9.4429
5000, 4, 12.2907
5000, 4, 10.3324
10000, 1, 73.1396
10000, 1, 66.9049
10000, 1, 55.9527
10000, 1, 92.9824
10000, 1, 82.4008
10000, 1, 81.5579
10000, 1, 108.395
10000, 1, 126.483
10000, 1, 83.0943
10000, 2, 39.6933
10000, 2, 37.6908
10000, 2, 31.068
10000, 2, 33.4705
10000, 2, 36.7307
10000, 2, 40.2357
10000, 2, 30.3583
10000, 2, 31.7956
10000, 2, 38.7377
10000, 2, 35.2878
10000, 3, 27.3321
10000, 3, 26.2853
10000, 3, 27.4918
10000, 3, 28.2762
10000, 3, 27.0302
10000, 3, 28.612
10000, 3, 26.9826
10000, 3, 29.1834
10000, 3, 27.2848
10000, 3, 28.2325
10000, 4, 23.6341
10000, 4, 23.9948
10000, 4, 23.9203
10000, 4, 28.6381
10000, 4, 21.983
10000, 4, 23.7892
10000, 4, 23.7244
10000, 4, 26.9485
10000, 4, 27.3469
50000, 1, 726.409
50000, 1, 569.647
50000, 1, 741.382
50000, 1, 713.946
50000, 1, 746.47
50000, 1, 746.737
50000, 1, 708.719
50000, 1, 765.969
50000, 1, 743.744
50000, 2, 335.302
50000, 2, 325.106
50000, 2, 307.663
50000, 2, 293.9
50000, 2, 290.675
50000, 2, 323.098
50000, 2, 281.512
50000, 2, 287.631
50000, 2, 295.408
50000, 2, 385.627
50000, 3, 239.29
50000, 3, 235.649
50000, 3, 236.476
50000, 3, 233.389
50000, 3, 234.861
50000, 3, 232.805
50000, 3, 217.261
50000, 3, 234.658
50000, 4, 221.907
50000, 4, 224.478
50000, 4, 203.105
50000, 4, 213.81
50000, 4, 209.609
50000, 4, 214.424
50000, 4, 211.121
50000, 4, 205.692
50000, 4, 221.735
100000, 1, 2806.29
100000, 1, 2470.06
100000, 1, 2196.82
100000, 1, 2485.68
100000, 1, 2540.11
100000, 1, 2353.73
100000, 1, 2182.6
100000, 1, 2282.68
100000, 1, 2277.52
100000, 1, 2212
100000, 2, 1138.17
100000, 2, 1105.57
100000, 2, 1033.6
100000, 2, 1062.1
100000, 2, 1116.76
100000, 2, 1049.67
100000, 2, 1047.26
100000, 2, 1036.52
100000, 2, 1114
100000, 2, 990.318
100000, 3, 822.713
100000, 3, 824.933
100000, 3, 809.85
100000, 3, 806.651
100000, 3, 797.979
100000, 3, 828.072
100000, 3, 815.227
100000, 3, 892.956
100000, 3, 802.166
100000, 3, 804.783
100000, 4, 714.301
100000, 4, 733.25
100000, 4, 746.967
100000, 4, 758.853
100000, 4, 753.407
100000, 4, 718.98
100000, 4, 744.585
100000, 4, 721.073
100000, 4, 747.203
