5000, 1, 68.3269
5000, 1, 65.3852
5000, 1, 69.1388
5000, 1, 68.8143
5000, 1, 67.5973
5000, 1, 70.0441
5000, 1, 67.1249
5000, 1, 66.9749
5000, 1, 67.5437
5000, 2, 44.3826
5000, 2, 44.1815
5000, 2, 46.2497
5000, 2, 46.9953
5000, 2, 47.9944
5000, 2, 44.8595
5000, 2, 44.276
5000, 2, 45.1368
5000, 2, 44.5296
5000, 2, 45.1479
5000, 4, 27.476
5000, 4, 28.6587
5000, 4, 28.3801
5000, 4, 29.3221
5000, 4, 30.8766
5000, 4, 27.1394
5000, 4, 26.6265
5000, 4, 28.7548
5000, 4, 27.5468
5000, 4, 31.9667
5000, 8, 24.6202
5000, 8, 31.7507
5000, 8, 27.6461
5000, 8, 30.0764
5000, 8, 26.3078
5000, 8, 28.1086
5000, 8, 28.3522
5000, 8, 30.8205
5000, 8, 31.6439
5000, 16, 37.3355
5000, 16, 35.8662
5000, 16, 35.8212
5000, 16, 36.7785
5000, 16, 33.2107
5000, 16, 24.2037
5000, 16, 34.5339
5000, 16, 33.9137
5000, 16, 25.6931
5000, 16, 40.2853
5000, 32, 47.045
5000, 32, 53.5054
5000, 32, 42.5853
5000, 32, 40.7557
5000, 32, 36.375
5000, 32, 42.8287
5000, 32, 33.5731
5000, 32, 44.9286
5000, 32, 48.334
5000, 32, 31.7049
5000, 64, 76.3607
5000, 64, 80.3973
5000, 64, 63.066
5000, 64, 62.7628
5000, 64, 55.9008
5000, 64, 56.3016
5000, 64, 65.8814
5000, 64, 54.7736
5000, 64, 48.1013
5000, 64, 49.4826
5000, 128, 67.7553
5000, 128, 72.9912
5000, 128, 80.9566
5000, 128, 73.3791
5000, 128, 86.0517
5000, 128, 77.7378
5000, 128, 68.6234
5000, 128, 76.2195
5000, 128, 76.5277
5000, 128, 102.605
5000, 256, 128.931
5000, 256, 111.529
5000, 256, 115.264
5000, 256, 122.153
5000, 256, 83.4426
5000, 256, 123.042
5000, 256, 107.674
5000, 256, 131.655
5000, 256, 84.9412
5000, 256, 136.08
10000, 1, 196.227
10000, 1, 197.052
10000, 1, 192.815
10000, 1, 198.162
10000, 1, 194.76
10000, 1, 196.587
10000, 1, 198.229
10000, 1, 196.245
10000, 1, 195.397
10000, 1, 196.676
10000, 2, 123.214
10000, 2, 124.397
10000, 2, 125.457
10000, 2, 125.379
10000, 2, 123.548
10000, 2, 125.325
10000, 2, 125.625
10000, 2, 124.474
10000, 2, 124.722
10000, 2, 124.621
10000, 4, 70.7548
10000, 4, 72.288
10000, 4, 71.2547
10000, 4, 72.8322
10000, 4, 69.5727
10000, 4, 74.4913
10000, 4, 74.3739
